,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
222,北京沐融信息科技股份有限公司,沐融科技,500-2000人,C轮,海淀区,ios开发工程师,3-5年,本科,12k-18k,五险一金 交补 话补 笔记本补贴,科技金融,开发|测试|运维类,"年底双薪,通讯津贴,带薪年假,交通补助",移动前端开发,北京
223,鲨鱼快游网络技术（北京）有限公司,鲨鱼记账,50-150人,A轮,海淀区,iOS开发工程师,3-5年,本科,20k-35k,五险一金，免费午餐，假日福利，快速成长,工具类产品,开发|测试|运维类,"午餐补助,免费班车,扁平管理,五险一金",移动前端开发,北京
224,北京青云科技股份有限公司,青云,500-2000人,D轮及以上,东湖新技术开发区,ios高级开发工程师,5-10年,本科,15k-20k,云计算,IT技术服务｜咨询,开发|测试|运维类,"技能培训,带薪年假,绩效奖金,岗位晋升",移动前端开发,武汉
225,北京青云科技股份有限公司,青云,500-2000人,D轮及以上,高新区,ios高级开发工程师,5-10年,本科,15k-20k,云计算,IT技术服务｜咨询,开发|测试|运维类,"技能培训,带薪年假,绩效奖金,岗位晋升",移动前端开发,成都
226,广州经传多赢投资咨询有限公司,经传多赢,2000人以上,不需要融资,番禺区,ios开发工程师,在校/应届,本科,6k-10k,全栈全牛 技术氛围浓厚 可往C++后端全栈发展,科技金融,开发|测试|运维类,"绩效奖金,年度旅游,扁平管理,技能培训",移动前端开发,广州
227,泰康资产管理有限责任公司,泰康资产,500-2000人,不需要融资,西城区,移动端开发工程师,5-10年,本科,35k-55k,大平台、发展空间大、管理规范、福利待遇佳,科技金融,开发|测试|运维类,"技能培训,带薪年假,绩效奖金,定期体检",移动前端开发,北京
228,北京闲徕互娱网络科技有限公司,闲徕互娱,150-500人,不需要融资,朝阳区,高级ios开发工程师,3-5年,本科,20k-40k,奖金 体检 旅游,游戏,开发|测试|运维类,"股票期权,带薪年假,专项奖金,绩效奖金",移动前端开发,北京
229,武汉十月科技有限责任公司,十月科技,15-50人,未融资,洪山区,ios高级开发工程师,3-5年,本科,10k-20k,工作氛围好、入职五险一金、具有竞争力的薪酬,社交平台,开发|测试|运维类,"弹性工作,节日礼物,帅哥多,扁平管理",移动前端开发,武汉
230,深圳市三个六科技有限公司,三个六,15-50人,未融资,南山区,ios开发工程师,3-5年,大专,11k-17k,周末双休 公司氛围活跃,IT技术服务｜咨询,开发|测试|运维类,,移动前端开发,深圳
231,浙江安厨大数据技术有限公司,浙江安厨大数据技术有限公司,150-500人,不需要融资,滨江区,ios开发工程师,3-5年,本科,12k-24k,蓝海行业，不定期团建,新零售,开发|测试|运维类,"岗位晋升,美女多,帅哥多,领导好",移动前端开发,杭州
