,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
102,成都思而科软件有限公司,思而科,150-500人,未融资,高新区,python开发工程师,在校/应届,本科,4k-7k,五险一金 双休 年终 弹性工作时间 节日福利,"IT技术服务｜咨询,软件服务｜咨询",开发|测试|运维类,"带薪年假,绩效奖金,领导好,帅哥多",后端开发,成都
103,集森网络科技（杭州）有限公司,集森网络,15-50人,未融资,西湖区,python开发工程师,3-5年,大专,12k-15k,python web端开发,"科技金融,批发｜零售,软件服务｜咨询",开发|测试|运维类,,后端开发,杭州
104,西安华为技术有限公司,西安华为技术有限公司,2000人以上,不需要融资,雁塔区,python开发工程师,不限,本科,15k-30k,岗位需求量大，薪资丰厚,"数据服务,硬件",开发|测试|运维类,,后端开发,西安
105,51JOB-南京机敏软件科技有限公司,51JOB-南京机敏软件科技有限公司,50-150人,不需要融资,雨花台区,Python开发工程师,1-3年,本科,8k-16k,"绩效奖金,专业培训,交通补贴",软件开发,开发|测试|运维类,,后端开发,南京
106,广西北海利博盛安全用品有限公司上海分公司,利博盛,500-2000人,不需要融资,浦东新区,Python工程师,3-5年,本科,15k-25k,氛围佳，有自由度，鼓励新技术，有学习空间。965,"电商平台,贸易｜进出口,制造业",开发|测试|运维类,"带薪年假,定期体检,节日礼物,年度旅游",后端开发,上海
107,杭州涂鸦信息技术有限公司,涂鸦智能,2000人以上,C轮,西湖区,python后端开发工程师,1-3年,本科,15k-30k,技术中台,"物联网,智能硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",后端开发,杭州
108,思特沃克软件技术（成都）有限公司,ThoughtWorks,2000人以上,不需要融资,洪山区,后端开发工程师（Java、C#，Python）,不限,本科,12k-24k,外企背景 追求技术卓越 扁平化管理 不加班,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"技能培训,节日礼物,带薪年假,全球化视野",后端开发,武汉
109,雷神科技有限公司,雷神,150-500人,未融资,南山区,python爬虫开发,5-10年,本科,15k-20k,五险一金 年底双薪,IT技术服务｜咨询,开发|测试|运维类,"年底双薪,股票期权,绩效奖金,年终分红",后端开发,深圳
110,武汉哥本巷科技有限公司,哥本巷,15-50人,未融资,洪山区,python中级开发工程师,3-5年,本科,10k-20k,五险一金，餐补，带薪年假，双休,"软件服务｜咨询,数据服务｜咨询",开发|测试|运维类,"绩效奖金,午餐补助,带薪年假,节日礼物",后端开发,武汉
111,圆通速递有限公司,圆通,2000人以上,上市公司,余杭区,python后端开发工程师,3-5年,本科,15k-30k,双休，入职交五险一金,物流｜运输,开发|测试|运维类,"技能培训,免费班车,专项奖金,岗位晋升",后端开发,杭州
